# Quranic Arabic Corpus - Dependency Treebank Data
# Scope: Full Quran (114 chapters, 6236 verses)
# Format: CHILD | PARENT | RELATION | ARABIC_LABEL | ENGLISH_LABEL
#
# Source: Extracted from syntax.txt in quranic-corpus.war
# Notation: CHILD -> PARENT (child depends on parent)
#
CHILD	PARENT	RELATION	ARABIC_LABEL	ENGLISH_LABEL
(67:25:1)	(67:25:1)	subj	فاعل	Subject
(67:25:4)	(67:25:3)	app	بدل	Apposition
(67:25:6)	(67:25:6)	subjx	اسم كان	Subject of special verb
(67:25:7)	(67:25:6)	predx	خبر كان	Predicate of special verb
(67:26:2)	(67:26:5)	NS	NS	NS
(67:26:6)	(67:26:9)	NS	NS	NS
(67:26:2)	(67:26:9)	S	S	S
(67:26:2)	(67:26:2)	prev	prev	prev
(67:26:5)	(67:26:4)	poss	مضاف إليه	Possessive
(67:26:6)	(67:26:6)	prev	prev	prev
(67:26:8)	(67:26:7)	pred	مبتدأ وخبر	Predicate
(67:26:9)	(67:26:8)	adj	صفة	Adjective
(67:27:2)	(67:27:3)	VS	VS	VS
(67:27:7)	(67:27:7)	VS	VS	VS
(67:27:4)	(67:27:7)	VS	VS	VS
(67:27:2)	(67:27:2)	subj	فاعل	Subject
(67:27:2)	(67:27:2)	obj	مفعول به	Object
(67:27:3)	(67:27:2)	circ	حال	Circumstantial
(67:27:5)	(67:27:4)	pass	نائب فاعل	Passive subject
(67:27:6)	(67:27:4)	obj	مفعول به	Object
(67:27:7)	(67:27:7)	subj	فاعل	Subject
(67:27:12)	(67:27:12)	PP	PP	PP
(67:27:13)	(67:27:13)	VS	VS	VS
(67:27:11)	(67:27:13)	NS	NS	NS
(67:27:9)	(67:27:13)	NS	NS	NS
(67:27:10)	(67:27:9)	pred	مبتدأ وخبر	Predicate
(67:27:11)	(67:27:11)	subjx	اسم كان	Subject of special verb
(67:27:12)	(67:27:12)	gen	جار ومجرور	Prepositional phrase
(67:27:13)	(67:27:13)	subj	فاعل	Subject
(67:28:2)	(67:28:2)	intg	intg	intg
(67:28:2)	(67:28:2)	subj	فاعل	Subject
(67:28:4)	(67:28:4)	obj	مفعول به	Object
(67:28:5)	(67:28:4)	subj	فاعل	Subject
(67:28:6)	(67:28:4)	conj	معطوف	Coordinating conjunction
(67:28:7)	(67:28:7)	poss	مضاف إليه	Possessive
(67:28:9)	(67:28:4)	conj	معطوف	Coordinating conjunction
(67:28:9)	(67:28:9)	obj	مفعول به	Object
(67:28:13)	(67:28:14)	PP	PP	PP
(67:28:11)	(67:28:15)	VS	VS	VS
(67:28:10)	(67:28:15)	NS	NS	NS
(67:28:12)	(67:28:11)	obj	مفعول به	Object
(67:28:14)	(67:28:13)	gen	جار ومجرور	Prepositional phrase
(67:28:15)	(67:28:14)	adj	صفة	Adjective
(67:29:5)	(67:29:5)	PP	PP	PP
(67:29:4)	(67:29:5)	VS	VS	VS
(67:29:6)	(67:29:6)	PP	PP	PP
(67:29:6)	(67:29:7)	VS	VS	VS
(67:29:2)	(67:29:7)	NS	NS	NS
(67:29:3)	(67:29:2)	pred	مبتدأ وخبر	Predicate
(67:29:4)	(67:29:4)	subj	فاعل	Subject
(67:29:5)	(67:29:5)	gen	جار ومجرور	Prepositional phrase
(67:29:6)	(67:29:6)	gen	جار ومجرور	Prepositional phrase
(67:29:7)	(67:29:7)	subj	فاعل	Subject
(67:29:11)	(67:29:12)	PP	PP	PP
(67:29:10)	(67:29:13)	NS	NS	NS
(67:29:8)	(67:29:8)	fut	fut	fut
(67:29:8)	(67:29:8)	subj	فاعل	Subject
(67:29:9)	(67:29:8)	obj	مفعول به	Object
(67:29:12)	(67:29:11)	gen	جار ومجرور	Prepositional phrase
(67:29:13)	(67:29:12)	adj	صفة	Adjective
(67:30:4)	(67:30:6)	NS	NS	NS
(67:30:9)	(67:30:9)	PP	PP	PP
(67:30:8)	(67:30:10)	VS	VS	VS
(67:30:7)	(67:30:10)	NS	NS	NS
(67:30:2)	(67:30:10)	VS	VS	VS
(67:30:2)	(67:30:2)	intg	intg	intg
(67:30:2)	(67:30:2)	subj	فاعل	Subject
(67:30:5)	(67:30:4)	subjx	اسم كان	Subject of special verb
(67:30:5)	(67:30:5)	poss	مضاف إليه	Possessive
(67:30:6)	(67:30:4)	predx	خبر كان	Predicate of special verb
(67:30:8)	(67:30:8)	obj	مفعول به	Object
(67:30:9)	(67:30:9)	gen	جار ومجرور	Prepositional phrase
(67:30:10)	(67:30:9)	adj	صفة	Adjective
(68:1:2)	(68:1:2)	PP	PP	PP
(68:1:4)	(68:1:4)	VS	VS	VS
(68:1:2)	(68:1:2)	gen	جار ومجرور	Prepositional phrase
(68:1:3)	(68:1:2)	conj	معطوف	Coordinating conjunction
(68:1:4)	(68:1:4)	subj	فاعل	Subject
(68:2:3)	(68:2:3)	PP	PP	PP
(68:2:5)	(68:2:5)	PP	PP	PP
(68:2:2)	(68:2:1)	subjx	اسم كان	Subject of special verb
(68:2:3)	(68:2:3)	gen	جار ومجرور	Prepositional phrase
(68:2:4)	(68:2:3)	poss	مضاف إليه	Possessive
(68:2:4)	(68:2:4)	poss	مضاف إليه	Possessive
(68:2:5)	(68:2:5)	gen	جار ومجرور	Prepositional phrase
(68:3:2)	(68:3:2)	PP	PP	PP
(68:3:2)	(68:3:2)	gen	جار ومجرور	Prepositional phrase
(68:3:3)	(68:3:3)	emph	emph	emph
(68:3:3)	(68:3:1)	subjx	اسم كان	Subject of special verb
(68:3:4)	(68:3:3)	app	بدل	Apposition
(68:3:5)	(68:3:4)	poss	مضاف إليه	Possessive
(68:4:2)	(68:4:3)	PP	PP	PP
(68:4:1)	(68:4:1)	subjx	اسم كان	Subject of special verb
(68:4:2)	(68:4:2)	emph	emph	emph
(68:4:3)	(68:4:2)	gen	جار ومجرور	Prepositional phrase
(68:4:4)	(68:4:3)	adj	صفة	Adjective
(68:5:1)	(68:5:1)	fut	fut	fut
(68:5:2)	(68:5:1)	conj	معطوف	Coordinating conjunction
(68:5:2)	(68:5:2)	subj	فاعل	Subject
(68:6:1)	(68:6:1)	gen	جار ومجرور	Prepositional phrase
(68:6:1)	(68:6:1)	poss	مضاف إليه	Possessive
(68:6:2)	(68:6:1)	pred	مبتدأ وخبر	Predicate
(68:7:3)	(68:7:4)	NS	NS	NS
(68:7:5)	(68:7:5)	PP	PP	PP
(68:7:7)	(68:7:8)	PP	PP	PP
(68:7:6)	(68:7:8)	VS	VS	VS
(68:7:2)	(68:7:1)	subjx	اسم كان	Subject of special verb
(68:7:2)	(68:7:2)	poss	مضاف إليه	Possessive
(68:7:4)	(68:7:3)	pred	مبتدأ وخبر	Predicate
(68:7:5)	(68:7:5)	gen	جار ومجرور	Prepositional phrase
(68:7:8)	(68:7:7)	gen	جار ومجرور	Prepositional phrase
(68:7:8)	(68:7:8)	poss	مضاف إليه	Possessive
(68:7:11)	(68:7:11)	PP	PP	PP
(68:7:10)	(68:7:9)	pred	مبتدأ وخبر	Predicate
(68:7:11)	(68:7:11)	gen	جار ومجرور	Prepositional phrase
(68:8:2)	(68:8:1)	pro	نهي	Prohibition
(68:8:3)	(68:8:2)	obj	مفعول به	Object
(68:9:3)	(68:9:4)	VS	VS	VS
(68:9:2)	(68:9:4)	SC	SC	SC
(68:9:1)	(68:9:1)	subj	فاعل	Subject
(68:9:4)	(68:9:3)	conj	معطوف	Coordinating conjunction
(68:9:4)	(68:9:4)	subj	فاعل	Subject
(68:10:2)	(68:10:1)	pro	نهي	Prohibition
(68:10:3)	(68:10:2)	obj	مفعول به	Object
(68:10:4)	(68:10:3)	poss	مضاف إليه	Possessive
(68:10:5)	(68:10:4)	adj	صفة	Adjective
(68:11:3)	(68:11:3)	PP	PP	PP
(68:11:1)	(68:10:4)	adj	صفة	Adjective
(68:11:2)	(68:10:4)	adj	صفة	Adjective
(68:11:3)	(68:11:3)	gen	جار ومجرور	Prepositional phrase
(68:12:2)	(68:12:2)	PP	PP	PP
(68:12:1)	(68:10:4)	adj	صفة	Adjective
(68:12:2)	(68:12:2)	gen	جار ومجرور	Prepositional phrase
(68:12:3)	(68:10:4)	adj	صفة	Adjective
(68:12:4)	(68:10:4)	adj	صفة	Adjective
(68:13:1)	(68:10:4)	adj	صفة	Adjective
(68:13:2)	(68:13:1)	link	متعلق	PP attachment
(68:13:3)	(68:13:2)	poss	مضاف إليه	Possessive
(68:13:4)	(68:13:3)	app	بدل	Apposition
(68:14:2)	(68:14:5)	NS	NS	NS
(68:14:3)	(68:14:2)	predx	خبر كان	Predicate of special verb
(68:14:4)	(68:14:3)	poss	مضاف إليه	Possessive
(68:14:5)	(68:14:4)	conj	معطوف	Coordinating conjunction
(68:15:3)	(68:15:3)	PP	PP	PP
(68:15:2)	(68:15:4)	VS	VS	VS
(68:15:5)	(68:15:7)	VS	VS	VS
(68:15:3)	(68:15:3)	gen	جار ومجرور	Prepositional phrase
(68:15:4)	(68:15:2)	pass	نائب فاعل	Passive subject
(68:15:4)	(68:15:4)	poss	مضاف إليه	Possessive
(68:15:7)	(68:15:6)	poss	مضاف إليه	Possessive
(68:16:2)	(68:16:3)	PP	PP	PP
(68:16:1)	(68:16:1)	fut	fut	fut
(68:16:1)	(68:16:1)	obj	مفعول به	Object
(68:16:3)	(68:16:2)	gen	جار ومجرور	Prepositional phrase
(68:17:3)	(68:17:3)	PP	PP	PP
(68:17:8)	(68:17:8)	VS	VS	VS
(68:17:4)	(68:17:8)	VS	VS	VS
(68:17:1)	(68:17:1)	subjx	اسم كان	Subject of special verb
(68:17:2)	(68:17:2)	subj	فاعل	Subject
(68:17:2)	(68:17:2)	obj	مفعول به	Object
(68:17:3)	(68:17:3)	gen	جار ومجرور	Prepositional phrase
(68:17:4)	(68:17:4)	subj	فاعل	Subject
(68:17:5)	(68:17:4)	obj	مفعول به	Object
(68:17:6)	(68:17:5)	poss	مضاف إليه	Possessive
(68:17:7)	(68:17:4)	link	متعلق	PP attachment
(68:17:8)	(68:17:8)	subj	فاعل	Subject
(68:17:9)	(68:17:9)	emph	emph	emph
(68:17:9)	(68:17:9)	emph	emph	emph
(68:17:9)	(68:17:9)	obj	مفعول به	Object
(68:17:10)	(68:17:9)	circ	حال	Circumstantial
(68:18:2)	(68:18:1)	neg	neg	neg
(68:18:2)	(68:18:2)	subj	فاعل	Subject
(68:19:2)	(68:19:2)	PP	PP	PP
(68:19:4)	(68:19:5)	PP	PP	PP
(68:19:6)	(68:19:7)	NS	NS	NS
(68:19:1)	(68:19:1)	caus	caus	caus
(68:19:2)	(68:19:2)	gen	جار ومجرور	Prepositional phrase
(68:19:3)	(68:19:1)	subj	فاعل	Subject
(68:19:5)	(68:19:4)	gen	جار ومجرور	Prepositional phrase
(68:19:5)	(68:19:5)	poss	مضاف إليه	Possessive
(68:19:7)	(68:19:6)	pred	مبتدأ وخبر	Predicate
(68:20:2)	(68:20:2)	PP	PP	PP
(68:20:1)	(68:20:1)	caus	caus	caus
(68:20:2)	(68:20:2)	gen	جار ومجرور	Prepositional phrase
(68:21:1)	(68:21:1)	subj	فاعل	Subject
(68:21:2)	(68:21:1)	circ	حال	Circumstantial
(68:22:3)	(68:22:4)	PP	PP	PP
(68:22:2)	(68:22:4)	VS	VS	VS
(68:22:6)	(68:22:7)	NS	NS	NS
(68:22:2)	(68:22:2)	subj	فاعل	Subject
(68:22:4)	(68:22:3)	gen	جار ومجرور	Prepositional phrase
(68:22:4)	(68:22:4)	poss	مضاف إليه	Possessive
(68:22:6)	(68:22:6)	subjx	اسم كان	Subject of special verb
(68:22:7)	(68:22:6)	predx	خبر كان	Predicate of special verb
(68:23:3)	(68:23:3)	VS	VS	VS
(68:23:2)	(68:23:3)	NS	NS	NS
(68:23:1)	(68:23:1)	subj	فاعل	Subject
(68:23:3)	(68:23:3)	subj	فاعل	Subject
(68:24:5)	(68:24:5)	PP	PP	PP
(68:24:2)	(68:24:6)	VS	VS	VS
(68:24:3)	(68:24:2)	pro	نهي	Prohibition
(68:24:3)	(68:24:3)	emph	emph	emph
(68:24:3)	(68:24:3)	obj	مفعول به	Object
(68:24:4)	(68:24:3)	link	متعلق	PP attachment
(68:24:5)	(68:24:5)	gen	جار ومجرور	Prepositional phrase
(68:24:6)	(68:24:3)	subj	فاعل	Subject
(68:25:2)	(68:25:3)	PP	PP	PP
(68:25:1)	(68:25:1)	subj	فاعل	Subject
(68:25:3)	(68:25:2)	gen	جار ومجرور	Prepositional phrase
(68:25:4)	(68:25:1)	circ	حال	Circumstantial
(68:26:2)	(68:26:2)	VS	VS	VS
(68:26:4)	(68:26:5)	NS	NS	NS
(68:26:3)	(68:26:5)	VS	VS	VS
(68:26:2)	(68:26:2)	subj	فاعل	Subject
(68:26:2)	(68:26:2)	obj	مفعول به	Object
(68:26:3)	(68:26:3)	subj	فاعل	Subject
(68:26:4)	(68:26:4)	subjx	اسم كان	Subject of special verb
(68:26:5)	(68:26:5)	emph	emph	emph
(68:26:5)	(68:26:4)	predx	خبر كان	Predicate of special verb
(68:27:2)	(68:27:1)	ret	ret	ret
(68:27:3)	(68:27:2)	pred	مبتدأ وخبر	Predicate
(68:28:5)	(68:28:5)	PP	PP	PP
(68:28:3)	(68:28:7)	VS	VS	VS
(68:28:2)	(68:28:1)	subj	فاعل	Subject
(68:28:2)	(68:28:2)	poss	مضاف إليه	Possessive
(68:28:3)	(68:28:3)	intg	intg	intg
(68:28:4)	(68:28:3)	neg	neg	neg
(68:28:5)	(68:28:5)	gen	جار ومجرور	Prepositional phrase
(68:28:7)	(68:28:6)	exh	exh	exh
(68:28:7)	(68:28:7)	subj	فاعل	Subject
(68:29:5)	(68:29:6)	NS	NS	NS
(68:29:1)	(68:29:1)	subj	فاعل	Subject
(68:29:3)	(68:29:2)	poss	مضاف إليه	Possessive
(68:29:3)	(68:29:3)	poss	مضاف إليه	Possessive
(68:29:4)	(68:29:4)	subjx	اسم كان	Subject of special verb
(68:29:5)	(68:29:5)	subjx	اسم كان	Subject of special verb
(68:29:6)	(68:29:5)	predx	خبر كان	Predicate of special verb
(68:30:3)	(68:30:4)	PP	PP	PP
(68:30:5)	(68:30:5)	VS	VS	VS
(68:30:2)	(68:30:1)	subj	فاعل	Subject
(68:30:2)	(68:30:2)	poss	مضاف إليه	Possessive
(68:30:4)	(68:30:3)	gen	جار ومجرور	Prepositional phrase
(68:30:5)	(68:30:5)	subj	فاعل	Subject
(68:31:4)	(68:31:5)	NS	NS	NS
(68:31:2)	(68:31:5)	NS	NS	NS
(68:31:1)	(68:31:1)	subj	فاعل	Subject
(68:31:2)	(68:31:2)	voc	voc	voc
(68:31:2)	(68:31:2)	poss	مضاف إليه	Possessive
(68:31:3)	(68:31:3)	subjx	اسم كان	Subject of special verb
(68:31:4)	(68:31:4)	subjx	اسم كان	Subject of special verb
(68:31:5)	(68:31:4)	predx	خبر كان	Predicate of special verb
(68:32:6)	(68:32:6)	PP	PP	PP
(68:32:4)	(68:32:6)	VS	VS	VS
(68:32:2)	(68:32:1)	subj	فاعل	Subject
(68:32:2)	(68:32:2)	poss	مضاف إليه	Possessive
(68:32:4)	(68:32:4)	obj	مفعول به	Object
(68:32:5)	(68:32:4)	obj	مفعول به	Object
(68:32:6)	(68:32:6)	gen	جار ومجرور	Prepositional phrase
(68:32:8)	(68:32:9)	PP	PP	PP
(68:32:7)	(68:32:7)	subjx	اسم كان	Subject of special verb
(68:32:9)	(68:32:8)	gen	جار ومجرور	Prepositional phrase
(68:32:9)	(68:32:9)	poss	مضاف إليه	Possessive
(68:32:10)	(68:32:7)	predx	خبر كان	Predicate of special verb
(68:33:1)	(68:33:1)	PP	PP	PP
(68:33:1)	(68:33:1)	gen	جار ومجرور	Prepositional phrase
(68:33:3)	(68:33:3)	emph	emph	emph
(68:33:4)	(68:33:3)	poss	مضاف إليه	Possessive
(68:33:5)	(68:33:3)	pred	مبتدأ وخبر	Predicate
(68:33:8)	(68:33:8)	VS	VS	VS
(68:33:7)	(68:33:8)	NS	NS	NS
(68:33:7)	(68:33:7)	subjx	اسم كان	Subject of special verb
(68:33:8)	(68:33:8)	subj	فاعل	Subject
(68:34:2)	(68:34:2)	PP	PP	PP
(68:34:2)	(68:34:2)	gen	جار ومجرور	Prepositional phrase
(68:34:3)	(68:34:2)	link	متعلق	PP attachment
(68:34:4)	(68:34:3)	poss	مضاف إليه	Possessive
(68:34:4)	(68:34:4)	poss	مضاف إليه	Possessive
(68:34:5)	(68:34:1)	subjx	اسم كان	Subject of special verb
(68:34:6)	(68:34:5)	poss	مضاف إليه	Possessive
(68:35:3)	(68:35:3)	PP	PP	PP
(68:35:1)	(68:35:1)	sup	sup	sup
(68:35:1)	(68:35:1)	intg	intg	intg
(68:35:2)	(68:35:1)	obj	مفعول به	Object
(68:35:3)	(68:35:3)	gen	جار ومجرور	Prepositional phrase
(68:36:2)	(68:36:2)	PP	PP	PP
(68:36:2)	(68:36:2)	gen	جار ومجرور	Prepositional phrase
(68:36:3)	(68:36:4)	obj	مفعول به	Object
(68:36:4)	(68:36:4)	subj	فاعل	Subject
(68:37:2)	(68:37:2)	PP	PP	PP
(68:37:4)	(68:37:4)	PP	PP	PP
(68:37:4)	(68:37:5)	VS	VS	VS
(68:37:2)	(68:37:2)	gen	جار ومجرور	Prepositional phrase
(68:37:4)	(68:37:4)	gen	جار ومجرور	Prepositional phrase
(68:37:5)	(68:37:5)	subj	فاعل	Subject
(68:38:2)	(68:38:2)	PP	PP	PP
(68:38:3)	(68:38:3)	PP	PP	PP
(68:38:5)	(68:38:5)	VS	VS	VS
(68:38:2)	(68:38:2)	gen	جار ومجرور	Prepositional phrase
(68:38:3)	(68:38:3)	gen	جار ومجرور	Prepositional phrase
(68:38:4)	(68:38:4)	emph	emph	emph
(68:38:4)	(68:38:1)	subjx	اسم كان	Subject of special verb
(68:38:5)	(68:38:5)	subj	فاعل	Subject
(68:39:2)	(68:39:2)	PP	PP	PP
(68:39:4)	(68:39:4)	PP	PP	PP
(68:39:6)	(68:39:7)	PP	PP	PP
(68:39:2)	(68:39:2)	gen	جار ومجرور	Prepositional phrase
(68:39:4)	(68:39:4)	gen	جار ومجرور	Prepositional phrase
(68:39:5)	(68:39:3)	adj	صفة	Adjective
(68:39:7)	(68:39:6)	gen	جار ومجرور	Prepositional phrase
(68:39:8)	(68:39:7)	poss	مضاف إليه	Possessive
(68:39:10)	(68:39:10)	PP	PP	PP
(68:39:12)	(68:39:12)	VS	VS	VS
(68:39:10)	(68:39:10)	gen	جار ومجرور	Prepositional phrase
(68:39:11)	(68:39:11)	emph	emph	emph
(68:39:11)	(68:39:9)	subjx	اسم كان	Subject of special verb
(68:39:12)	(68:39:12)	subj	فاعل	Subject
(68:40:3)	(68:40:3)	PP	PP	PP
(68:40:2)	(68:40:4)	NS	NS	NS
(68:40:1)	(68:40:1)	obj	مفعول به	Object
(68:40:2)	(68:40:2)	poss	مضاف إليه	Possessive
(68:40:3)	(68:40:3)	gen	جار ومجرور	Prepositional phrase
(68:40:4)	(68:40:2)	pred	مبتدأ وخبر	Predicate
(68:41:2)	(68:41:2)	PP	PP	PP
(68:41:2)	(68:41:2)	gen	جار ومجرور	Prepositional phrase
(68:41:5)	(68:41:5)	PP	PP	PP
(68:41:7)	(68:41:8)	NS	NS	NS
(68:41:4)	(68:41:4)	impv	أمر	Imperative
(68:41:4)	(68:41:4)	subj	فاعل	Subject
(68:41:5)	(68:41:5)	gen	جار ومجرور	Prepositional phrase
(68:41:5)	(68:41:5)	poss	مضاف إليه	Possessive
(68:41:7)	(68:41:7)	subjx	اسم كان	Subject of special verb
(68:41:8)	(68:41:7)	predx	خبر كان	Predicate of special verb
(68:42:3)	(68:42:4)	PP	PP	PP
(68:42:2)	(68:42:4)	VS	VS	VS
(68:42:4)	(68:42:3)	gen	جار ومجرور	Prepositional phrase
(68:42:6)	(68:42:7)	PP	PP	PP
(68:42:5)	(68:42:5)	pass	نائب فاعل	Passive subject
(68:42:7)	(68:42:6)	gen	جار ومجرور	Prepositional phrase
(68:42:9)	(68:42:8)	neg	neg	neg
(68:42:9)	(68:42:9)	subj	فاعل	Subject
(68:43:2)	(68:43:1)	subj	فاعل	Subject
(68:43:2)	(68:43:2)	poss	مضاف إليه	Possessive
(68:43:3)	(68:43:3)	obj	مفعول به	Object
(68:43:4)	(68:43:3)	subj	فاعل	Subject
(68:43:8)	(68:43:9)	PP	PP	PP
(68:43:10)	(68:43:11)	NS	NS	NS
(68:43:7)	(68:43:11)	VS	VS	VS
(68:43:6)	(68:43:5)	cert	cert	cert
(68:43:6)	(68:43:6)	subjx	اسم كان	Subject of special verb
(68:43:7)	(68:43:7)	pass	نائب فاعل	Passive subject
(68:43:9)	(68:43:8)	gen	جار ومجرور	Prepositional phrase
(68:43:11)	(68:43:10)	pred	مبتدأ وخبر	Predicate
(68:44:4)	(68:44:4)	PP	PP	PP
(68:44:3)	(68:44:5)	VS	VS	VS
(68:44:1)	(68:44:1)	obj	مفعول به	Object
(68:44:2)	(68:44:1)	conj	معطوف	Coordinating conjunction
(68:44:4)	(68:44:4)	gen	جار ومجرور	Prepositional phrase
(68:44:5)	(68:44:4)	app	بدل	Apposition
(68:44:7)	(68:44:8)	PP	PP	PP
(68:44:9)	(68:44:10)	VS	VS	VS
(68:44:6)	(68:44:6)	fut	fut	fut
(68:44:6)	(68:44:6)	obj	مفعول به	Object
(68:44:8)	(68:44:7)	gen	جار ومجرور	Prepositional phrase
(68:44:10)	(68:44:9)	neg	neg	neg
(68:44:10)	(68:44:10)	subj	فاعل	Subject
(68:45:2)	(68:45:2)	PP	PP	PP
(68:45:2)	(68:45:2)	gen	جار ومجرور	Prepositional phrase
(68:45:4)	(68:45:3)	subjx	اسم كان	Subject of special verb
(68:45:4)	(68:45:4)	poss	مضاف إليه	Possessive
(68:45:5)	(68:45:3)	predx	خبر كان	Predicate of special verb
(68:46:2)	(68:46:2)	obj	مفعول به	Object
(68:46:3)	(68:46:2)	obj	مفعول به	Object
(68:46:5)	(68:46:6)	PP	PP	PP
(68:46:6)	(68:46:5)	gen	جار ومجرور	Prepositional phrase
(68:46:7)	(68:46:4)	pred	مبتدأ وخبر	Predicate
(68:47:5)	(68:47:5)	VS	VS	VS
(68:47:2)	(68:47:2)	poss	مضاف إليه	Possessive
(68:47:5)	(68:47:5)	subj	فاعل	Subject
(68:48:2)	(68:48:2)	PP	PP	PP
(68:48:2)	(68:48:2)	gen	جار ومجرور	Prepositional phrase
(68:48:3)	(68:48:2)	poss	مضاف إليه	Possessive
(68:48:3)	(68:48:3)	poss	مضاف إليه	Possessive
(68:48:6)	(68:48:6)	PP	PP	PP
(68:48:5)	(68:48:4)	pro	نهي	Prohibition
(68:48:6)	(68:48:6)	gen	جار ومجرور	Prepositional phrase
(68:48:7)	(68:48:6)	poss	مضاف إليه	Possessive
(68:48:10)	(68:48:11)	NS	NS	NS
(68:48:9)	(68:48:11)	VS	VS	VS
(68:48:11)	(68:48:10)	pred	مبتدأ وخبر	Predicate
(68:49:5)	(68:49:6)	PP	PP	PP
(68:49:3)	(68:49:6)	VS	VS	VS
(68:49:2)	(68:49:6)	SC	SC	SC
(68:49:3)	(68:49:3)	obj	مفعول به	Object
(68:49:4)	(68:49:3)	subj	فاعل	Subject
(68:49:6)	(68:49:5)	gen	جار ومجرور	Prepositional phrase
(68:49:6)	(68:49:6)	poss	مضاف إليه	Possessive
(68:49:8)	(68:49:8)	PP	PP	PP
(68:49:9)	(68:49:10)	NS	NS	NS
(68:49:7)	(68:49:10)	VS	VS	VS
(68:49:7)	(68:49:7)	emph	emph	emph
(68:49:8)	(68:49:8)	gen	جار ومجرور	Prepositional phrase
(68:49:10)	(68:49:9)	pred	مبتدأ وخبر	Predicate
(68:50:4)	(68:50:5)	PP	PP	PP
(68:50:1)	(68:50:1)	obj	مفعول به	Object
(68:50:2)	(68:50:1)	subj	فاعل	Subject
(68:50:2)	(68:50:2)	poss	مضاف إليه	Possessive
(68:50:3)	(68:50:1)	conj	معطوف	Coordinating conjunction
(68:50:3)	(68:50:3)	obj	مفعول به	Object
(68:50:5)	(68:50:4)	gen	جار ومجرور	Prepositional phrase
(68:51:4)	(68:51:4)	VS	VS	VS
(68:51:5)	(68:51:5)	VS	VS	VS
(68:51:6)	(68:51:6)	PP	PP	PP
(68:51:8)	(68:51:9)	VS	VS	VS
(68:51:2)	(68:51:1)	cert	cert	cert
(68:51:3)	(68:51:2)	subjx	اسم كان	Subject of special verb
(68:51:4)	(68:51:4)	subj	فاعل	Subject
(68:51:5)	(68:51:5)	emph	emph	emph
(68:51:5)	(68:51:5)	subj	فاعل	Subject
(68:51:5)	(68:51:5)	obj	مفعول به	Object
(68:51:6)	(68:51:6)	gen	جار ومجرور	Prepositional phrase
(68:51:6)	(68:51:6)	poss	مضاف إليه	Possessive
(68:51:8)	(68:51:8)	subj	فاعل	Subject
(68:51:9)	(68:51:8)	obj	مفعول به	Object
(68:51:11)	(68:51:12)	NS	NS	NS
(68:51:10)	(68:51:10)	subj	فاعل	Subject
(68:51:11)	(68:51:11)	subjx	اسم كان	Subject of special verb
(68:51:12)	(68:51:12)	emph	emph	emph
(68:51:12)	(68:51:11)	predx	خبر كان	Predicate of special verb
(68:52:5)	(68:52:5)	PP	PP	PP
(68:52:2)	(68:52:1)	neg	neg	neg
(68:52:3)	(68:52:4)	res	res	res
(68:52:4)	(68:52:2)	pred	مبتدأ وخبر	Predicate
(68:52:5)	(68:52:5)	gen	جار ومجرور	Prepositional phrase
(69:2:1)	(69:2:2)	NS	NS	NS
(69:2:2)	(69:2:1)	pred	مبتدأ وخبر	Predicate
(69:3:3)	(69:3:4)	NS	NS	NS
(69:3:2)	(69:3:4)	VS	VS	VS
(69:3:2)	(69:3:2)	obj	مفعول به	Object
(69:3:4)	(69:3:3)	pred	مبتدأ وخبر	Predicate
(69:4:4)	(69:4:4)	PP	PP	PP
(69:4:2)	(69:4:1)	subj	فاعل	Subject
(69:4:3)	(69:4:2)	conj	معطوف	Coordinating conjunction
(69:4:4)	(69:4:4)	gen	جار ومجرور	Prepositional phrase
(69:5:4)	(69:5:4)	PP	PP	PP
(69:5:3)	(69:5:4)	VS	VS	VS
(69:5:2)	(69:5:1)	exl	exl	exl
(69:5:3)	(69:5:3)	pass	نائب فاعل	Passive subject
(69:5:4)	(69:5:4)	gen	جار ومجرور	Prepositional phrase
(69:6:4)	(69:6:4)	PP	PP	PP
(69:6:3)	(69:6:6)	VS	VS	VS
(69:6:1)	(69:5:1)	conj	معطوف	Coordinating conjunction
(69:6:2)	(69:6:1)	exl	exl	exl
(69:6:3)	(69:6:3)	pass	نائب فاعل	Passive subject
(69:6:4)	(69:6:4)	gen	جار ومجرور	Prepositional phrase
(69:6:5)	(69:6:4)	adj	صفة	Adjective
(69:6:6)	(69:6:4)	adj	صفة	Adjective
(69:7:2)	(69:7:2)	PP	PP	PP
(69:7:1)	(69:7:1)	obj	مفعول به	Object
(69:7:2)	(69:7:2)	gen	جار ومجرور	Prepositional phrase
(69:7:3)	(69:7:1)	link	متعلق	PP attachment
(69:7:4)	(69:7:3)	poss	مضاف إليه	Possessive
(69:7:5)	(69:7:3)	conj	معطوف	Coordinating conjunction
(69:7:6)	(69:7:5)	poss	مضاف إليه	Possessive
(69:7:7)	(69:7:5)	adj	صفة	Adjective
(69:7:10)	(69:7:10)	PP	PP	PP
(69:7:9)	(69:7:8)	obj	مفعول به	Object
(69:7:10)	(69:7:10)	gen	جار ومجرور	Prepositional phrase
(69:7:11)	(69:7:8)	circ	حال	Circumstantial
(69:7:12)	(69:7:12)	subjx	اسم كان	Subject of special verb
(69:7:13)	(69:7:12)	predx	خبر كان	Predicate of special verb
(69:7:14)	(69:7:13)	poss	مضاف إليه	Possessive
